date,open,high,low,close,volume,returns,sigma
2000-01-03,7593.011446125,7688.769956792732,7452.258355577948,7547.4421738891,1140751011,0.006305700402743478,0.011
2000-01-04,7474.188971607383,7666.999515975817,7258.51214537124,7450.717191715,927370789,-0.012898425842648225,0.012523026222000652
2000-01-05,7389.603154997725,7620.990866880913,7105.297768205884,7334.974928092894,1188342742,-0.01565630163283503,0.014139985743104837
2000-01-06,7358.640160374703,7440.307917401934,7288.471021731631,7370.030168062973,992460460,0.004767806083311673,0.015635226105648683
2000-01-07,7426.155286068145,7488.930171009033,7338.6819903673195,7401.246314423231,1206182397,0.004226607344089367,0.016126513837570435
2000-01-10,7491.888430839692,7623.609622835574,7335.320387398191,7466.596907855567,1393123016,0.008790920554400113,0.016517905503860324
2000-01-11,7584.128936901692,7908.137814658318,7289.933157107325,7612.828741375997,883060203,0.0193954890694773,0.017018902735448833
2000-01-12,7723.189805398618,8056.042493007819,7428.168340155254,7759.629068600797,1086388847,0.01909971609380488,0.01827060733515142
2000-01-13,7663.949970918291,7979.090216199084,7289.139259578559,7601.720646212593,1642801996,-0.020559910129673856,0.01924117314568918
2000-01-14,7600.430140393181,7721.996844795214,7520.6097613928005,7641.742598760545,1217272338,0.005251043528192451,0.020173257616782136
2000-01-17,7756.9859971210535,7978.495510741582,7530.277860928436,7751.634558153087,810016942,0.014278065843018203,0.0199668129719191
2000-01-18,8019.843798593648,8529.114623664278,7493.584197348861,8001.703061298862,1217895648,0.031750669829750056,0.020230148136852918
2000-01-19,8022.9610127774495,8026.760334321148,7996.0203006212305,7999.808658227887,1172817790,-0.00023677801360662284,0.02233115677829838
2000-01-20,8110.997250983026,8292.590997106816,7908.743364202342,8089.86396599251,1259163599,0.011194292175464733,0.021768878817733657
2000-01-21,8140.956866783949,8326.031082848445,7983.787759214002,8168.333443774844,765758793,0.009652987366338704,0.021571571337409896
2000-01-24,8271.338871810502,8367.199624210389,8120.587202640126,8215.804337076062,751121422,0.005794754264426883,0.021327231488866272
2000-01-25,8046.292473491433,8340.411605057629,7796.451490427116,8089.237169945087,1106365049,-0.015525223815031587,0.02097572645300384
2000-01-26,7856.788393650411,8311.726716925239,7405.458351829732,7860.200658902786,1547316920,-0.02872229842574278,0.02116807012099215
2000-01-27,7851.352295873426,7891.883751065243,7830.277597073493,7870.756966005143,865766330,0.0013421063025671107,0.022657695302830277
2000-01-28,7702.592176824666,8032.170064812903,7376.425709696259,7705.865009499312,1069606390,-0.02117251307357071,0.02205777885244232
2000-01-31,7916.822372525032,8426.55215776381,7435.574930776754,7943.672548714839,1438073650,0.030393977476267812,0.022547534182318387
2000-02-01,8222.908306563371,8773.259871820937,7664.246368133655,8214.001831330672,1324326556,0.03346453254369171,0.02396897973903314
2000-02-02,8794.067266525128,10137.901595563684,7502.67937590827,8839.798222657879,1359126016,0.07342381241115604,0.0312327396758778
2000-02-03,8800.214857642815,8871.500652581655,8736.75134809273,8807.981135845512,928950766,-0.0036057931866838922,0.04612375277030548
2000-02-04,8694.093246687256,9063.621752361472,8256.274460294335,8622.771551573784,1627872355,-0.021251699009268012,0.05281463800819339
2000-02-07,8264.265710217212,8949.001639532704,7599.739600228848,8282.971411978217,1690678415,-0.040204788500858735,0.06082115044321442
2000-02-08,8712.890087577733,9499.532306806774,7883.093696706086,8665.453070645179,1307707849,0.045142439036995594,0.07095040160447208
2000-02-09,8952.833623259765,9423.954859780653,8428.322620109353,8896.47829357821,1451682362,0.02631129184043464,0.08245589316308488
2000-02-10,7214.4855450088335,8721.515155933905,5771.588436007067,7267.929296611587,2933949837,-0.20218407863100119,0.0940613356610064
2000-02-11,6656.308572929689,7915.786822461872,5360.784367999757,6611.850439626282,1714693242,-0.09460786228077767,0.13223980944614971
2000-02-14,6372.81494562175,6867.704541308877,5866.146653043264,6360.044546012978,1641742972,-0.03882817874910411,0.15399347493904447
2000-02-15,7369.73058418593,8843.676701023116,5832.675245827001,7290.844057283751,2282780417,0.1365839407927988,0.17474690779122118
2000-02-16,7788.8937319602055,8806.942279050803,6765.9249767505535,7783.233732782543,1816825450,0.06535257650988575,0.2044683110048606
2000-02-17,12652.705450779686,15262.220987431847,10122.164360623749,12718.517489526539,5710237784,0.49108710283374635,0.23242189849512263
2000-02-18,18224.885307233424,21880.276665747264,14579.90824578674,18233.56388812272,4671090779,0.36020506381266215,0.32423047895446944
2000-02-21,24959.164086215194,30035.149859460158,19967.331268972157,25029.291549550133,4343473643,0.3167827356232984,0.39188268989625524
2000-02-22,15167.915480190037,18217.239258826176,12134.33238415203,15181.032715688481,6038079185,-0.5,0.45927339309474574
2000-02-23,21164.80192437485,25421.030242007833,16931.84153949988,21184.19186833986,4221494315,0.33320843595263094,0.5
2000-02-24,20177.058321239027,22584.447279715852,17576.195373685943,19957.37297529697,1810139857,-0.05965658918532072,0.5
2000-02-25,32681.44936453881,39484.97439800162,26145.15949163105,32904.14533166802,5979880090,0.5,0.5
2000-02-28,30064.21914710891,35581.36989248486,24510.442560055115,30019.361353394837,2270071586,-0.09175609581575475,0.5
2000-02-29,49461.54889501246,59392.271515410546,39569.23911600997,49493.55959617546,5808143561,0.5,0.5
2000-03-01,43099.62538872768,51978.62812719932,34479.700310982145,43315.52343933277,2592558068,-0.13333147219056984,0.5
2000-03-02,34134.72373839252,41064.391324098964,27307.778990714014,34220.326103415806,3576860022,-0.23569128171760656,0.5
2000-03-03,49591.53385638538,59959.85578686447,39673.22708510831,49966.546489053726,4526922042,0.3785339132484906,0.5
2000-03-06,73680.09737333168,88818.61971385019,58944.077898665346,74015.51642820849,5129627934,0.39292104140450745,0.5
2000-03-07,122063.1499102545,146475.7798923054,97624.7650376337,122030.95629704211,6216401593,0.5,0.5
2000-03-08,199652.3362000751,241434.03999697327,159721.8689600601,201195.03333081107,6125903951,0.5,0.5
2000-03-09,218286.33979127873,248381.76200716585,185835.09321185376,215553.7728633249,1487943174,0.06893565177890607,0.5
2000-03-10,350972.51448477636,426465.70835931343,280778.0115878211,355388.09029942786,6040887105,0.5,0.5
2000-03-13,270195.72398360056,324234.8687803207,215514.13026366933,269392.66282958665,3849032083,-0.277040376087853,0.5
2000-03-14,270077.0440001905,270171.90909046715,269345.3380144282,269439.9793344943,710151771,0.0001756259785570811,0.5
2000-03-15,383618.9954499785,461174.7555264739,306895.19635998283,384312.2962720616,4758692041,0.3551098392474747,0.5
2000-03-16,233474.87101784363,280169.84522141237,186477.75247485645,233097.19059357056,5496261800,-0.5,0.5
2000-03-17,233325.40455116404,236690.65227962763,230937.6239148625,234292.9698765096,1290947879,0.005116846665057356,0.5
2000-03-20,385283.90061777347,463540.5636130869,308227.1204942188,386283.80301090574,6026984786,0.5,0.5
2000-03-21,361517.07544891513,407949.4340799766,316988.2338707125,363211.8441663425,1600825772,-0.0615860834829292,0.5
2000-03-22,286455.4869257603,343746.58431091235,227654.8661889014,284568.58273612673,3528178113,-0.24401196817160647,0.5
2000-03-23,263171.8550357199,307782.8364974609,217125.43617766903,261443.42708703378,2112373794,-0.0847563685252095,0.5
2000-03-24,430921.7191871848,517256.8071877567,344737.3753497479,431047.3393231306,6464903108,0.5,0.5
2000-03-27,714646.6250552833,857575.9500663399,568541.533616593,710676.9170207413,5644069691,0.5,0.5
2000-03-28,522473.43029196636,626968.1163503596,416444.54822833627,520555.6852854203,4258076366,-0.3113210535382324,0.5
2000-03-29,708196.1236899854,852888.8336885216,566556.8989519883,710740.6947404348,3888683435,0.31141079172524855,0.5
2000-03-30,1008535.7540179307,1210242.9048215167,806400.2981931935,1008000.3727414919,4405212329,0.3494161601386971,0.5
2000-03-31,802220.579178266,966838.1105778421,641776.4633426128,805698.4254815351,3083010303,-0.22401430785746437,0.5
2000-04-03,489697.0434145561,587636.4520974673,390944.6380293964,488680.7975367455,5994530859,-0.5,0.5
2000-04-04,295649.98187989165,355679.8638226297,236519.98550391334,296399.8865188581,6079087074,-0.5,0.5
2000-04-05,273856.8963049277,318530.36032750923,228620.40215956746,273184.1178217064,1700112651,-0.0815635184385489,0.5
2000-04-06,327735.8292548944,393645.57886498637,262188.66340391553,328037.98238748865,2736779901,0.18298340952324305,0.5
2000-04-07,196328.57430709992,238758.11264194164,157062.85944567993,198965.09386828472,5817293247,-0.5,0.5
2000-04-10,179240.90626237227,215643.15337403805,144369.0420747454,180522.04059946336,2260089690,-0.09727652273912724,0.5
2000-04-11,265406.68647700583,320789.4972114006,212325.3491816047,267324.5810095005,4752606407,0.39261070039392804,0.5
2000-04-12,161409.5990990965,194568.66537251478,129127.6792792772,162140.55447709566,5591395053,-0.5,0.5
2000-04-13,235959.47456006956,284155.50430738507,188767.57964805566,236796.25358948755,4820973817,0.37873650259785574,0.5
2000-04-14,145441.33139929487,174529.59767915384,114899.35032568956,143624.18790711195,6407058030,-0.5,0.5
2000-04-17,152283.15663873337,167465.9968581156,135913.9552880434,150965.4148369096,1595226145,0.049850687871545084,0.5
2000-04-18,200970.09653129385,241164.1158375526,160135.62144624465,200169.52680780579,3811017429,0.28211387178230507,0.5
2000-04-19,283786.83487406257,340544.2018488751,224880.68265415757,281100.85331769695,4333299440,0.3395488719971553,0.5
2000-04-20,282058.49730023555,282909.1877875487,280675.9925342798,281525.07421366905,1040986582,0.0015080036507597405,0.5
2000-04-21,464400.1621998849,557280.1946398618,370207.8347700916,462759.7934626144,6171338782,0.4969865976480475,0.5
2000-04-24,763799.7253147573,916559.6703777087,610369.5317652883,762961.9147066104,5966881705,0.5,0.5
2000-04-25,658018.1994053066,793552.0252668638,526414.5595242453,661293.3543890532,2652813777,-0.14301056952744132,0.5
2000-04-26,578435.9951814172,695458.7396258815,462748.7961451338,579548.9496882346,1877308647,-0.13194741727205703,0.5
2000-04-27,719893.9337695191,863872.7205234229,574714.5516437647,718393.1895547059,3030633767,0.21476690887987696,0.5
2000-04-28,861838.352131876,1034206.0225582512,686259.741528488,857824.6769106099,2748746641,0.17738270241827775,0.5
2000-05-01,662015.511709916,794418.6140518993,527665.3166017447,659581.6457521808,3166847463,-0.2627939753753783,0.5
2000-05-02,646238.8584300119,669702.1473313369,625932.9327258704,649300.0342681026,994486337,-0.01571085167601431,0.5
2000-05-03,417121.4071472867,503245.71222795337,333697.1257178294,419371.4268566278,5071369074,-0.43713792476481805,0.5
2000-05-04,310319.86888313195,374156.8453429631,248255.89510650557,311797.37111913593,4112549048,-0.2964034622433714,0.5
2000-05-05,347263.504885877,418575.7393043276,277810.80390870164,348813.11608693964,2194739774,0.11218276950485014,0.5
2000-05-08,434358.1073772823,526041.3896411434,347486.4859018258,438367.8247009528,3203774183,0.22852204559064956,0.5
2000-05-09,658589.923513395,790307.908216074,525479.0987124859,656848.8733906073,4971108095,0.40439562636533505,0.5
2000-05-10,498758.35050666146,598510.0206079937,395013.45036317833,493766.8129539729,3669870721,-0.28539059955613855,0.5
2000-05-11,795191.941644221,955852.7572786227,636153.5533153769,796543.9643988523,5810013917,0.4782189576242408,0.5
2000-05-12,482908.35591811326,579754.0034603428,386326.68473449064,483128.33621695236,5997483197,-0.5,0.5
2000-05-15,559734.733132869,671681.6797594428,445804.2089031739,557255.2611289674,2427124240,0.14274108864559848,0.5
2000-05-16,919671.8734592459,1103606.2481510951,735006.8817863064,918758.602232883,5897423087,0.5,0.5
2000-05-17,937989.8146005784,966758.7226719477,904342.1873940364,932956.7265751855,1258756035,0.015335405365579487,0.5
2000-05-18,1155287.2157135431,1386344.6588562517,922926.4138608798,1153658.0173260998,3122640042,0.21233423885437105,0.5
2000-05-19,1179973.4503162175,1225910.8769796167,1130538.7185055972,1176334.4766546201,929760752,0.01946544926544261,0.5
2000-05-22,966010.6060053746,1159212.7272064495,769726.5893375209,962158.2366719011,2986683299,-0.2009795826190734,0.5
2000-05-23,943440.0564459629,985276.1293113313,899329.4114997298,941059.940062893,1031790201,-0.022172088507122174,0.5
2000-05-24,690561.125806741,828673.3509680891,550635.8644497303,688294.8305621628,3898229059,-0.31278955688374843,0.5
2000-05-25,588906.0487140266,706687.2584568319,463924.2307480823,579905.2884351028,2622709710,-0.17135248452852372,0.5
2000-05-26,675590.4386298589,810708.5263558306,540226.1403925861,675282.6754907327,2315209156,0.1522665873093675,0.5
2000-05-29,428025.1795846734,516173.5214866405,342420.1436677387,430144.6012388671,5618081471,-0.45100994760571494,0.5
2000-05-30,466667.02625080495,540102.3989935117,392126.70706153056,465355.7328496101,2524017878,0.07868069588362105,0.5
2000-05-31,281371.07597605244,338703.02357559605,225096.86078084196,282252.51964633004,6082383945,-0.5,0.5
2000-06-01,178764.3085718107,216309.743192479,143011.44685744855,180258.11932706586,5443809714,-0.44841231003105797,0.5
2000-06-02,137071.30237791763,164485.56285350115,109342.30782793718,136677.88478492148,4098019769,-0.2767628685072611,0.5
2000-06-05,226793.22309385997,272151.86771263194,180274.98870336116,225343.73587920144,6250959029,0.5,0.5
2000-06-06,142532.1645062695,171527.6185385845,114025.73160501561,142939.68211548708,5708188970,-0.4552042135660293,0.5
2000-06-07,86988.51828595794,104386.22194314952,69357.83975409639,86697.2996926205,5890798398,-0.5,0.5
2000-06-08,67917.78340589358,81501.3400870723,54059.43065547122,67574.28831933902,3746871360,-0.24919517749587372,0.5
2000-06-09,40724.43977876142,49183.053208728474,32579.55182300914,40985.8776739404,5980782066,-0.5,0.5
2000-06-12,32557.88642310758,39315.77349006557,26046.309138486064,32763.144575054645,3288418714,-0.22392331776393593,0.5
2000-06-13,43008.842823924126,51713.61265567359,34407.0742591393,43094.677213061324,4026542915,0.2740952483184469,0.5
2000-06-14,26170.985851334437,31405.183021601322,20910.594400112863,26138.243000141076,6074901798,-0.5,0.5
2000-06-15,15896.805610204698,19076.166732245638,12682.916616483752,15853.64577060469,5676977975,-0.5,0.5
2000-06-16,17253.214135517395,19726.7064592397,14590.041470542405,17031.789430329856,1601361178,0.07168207338916592,0.5
