date,open,high,low,close,volume,returns,sigma
2000-01-03,3782.6655759109485,3812.8644881118953,3756.922822074405,3787.0916130861574,974730373,-0.003402726638125296,0.0105
2000-01-04,3802.484923207874,3845.193829538316,3723.585413837253,3765.8832156049907,1030764653,-0.005615920535249872,0.012036210153423741
2000-01-05,3770.9699243127384,3847.1400003378953,3652.7380160492967,3728.0409671716443,1099119170,-0.010099533747811485,0.013277562199989792
2000-01-06,3710.7475968017975,3744.0444309165737,3678.681820754645,3711.9681080351643,1117182897,-0.0043206625094616095,0.014493090335422822
2000-01-07,3669.516508825515,3756.1078959096485,3581.863175790728,3668.4288979866064,812543662,-0.011798746084923366,0.0151792302111202
2000-01-10,3614.204088907525,3702.242786559184,3546.6333848198733,3634.296438437298,950905233,-0.009347936976641073,0.016117342096310605
2000-01-11,3654.2435599241912,3751.856715707809,3576.138939659509,3673.3438519767983,1512122614,0.010686838326986388,0.016719503622536328
2000-01-12,3672.4525466924524,3699.2521420435883,3655.218280281715,3681.9731966572053,1106900168,0.0023464246564954172,0.01729252389095123
2000-01-13,3546.985718857738,3843.478612667456,3236.07840088283,3531.256486580866,1232537042,-0.041795050404826506,0.017456438525888154
2000-01-14,3405.5277429657667,3709.8534440876897,3075.1770896154057,3376.948922357674,1336151566,-0.04468113668292935,0.021993198560943655
2000-01-17,3410.095953686844,3435.3692795138845,3364.3653897098707,3389.4859682582123,1265703334,0.00370566197700626,0.03148299691169326
2000-01-18,3557.412847601071,3906.5590517792175,3210.076511243496,3559.061723555463,1678028874,0.0488186712138008,0.03661711533072787
2000-01-19,3442.7439807708647,3737.7385466933647,3117.6294158900505,3409.801255207827,1398266221,-0.042842942660006864,0.046282028328181075
2000-01-20,3524.1087076129443,3722.9387142270966,3309.4761446260372,3507.3612613014393,1492101516,0.028209970677781682,0.05551045844462783
2000-01-21,3528.9947631572736,3564.065155604066,3489.803305860342,3524.8323329694053,957965056,0.004968892673478507,0.06421191001426804
