date,open,high,low,close,volume,returns,sigma,sector
2000-01-03,124.08788073470984,126.81825903453836,121.60460844189609,124.33013862676374,838114,-0.013341470996794563,0.015,Healthcare
2000-01-04,125.53175191686881,128.05113054225708,123.29887730472501,125.81324885143407,1401597,0.011858219550288141,0.01751283036101665,Healthcare
2000-01-05,121.49725332629681,126.95855172593399,118.05024821336612,123.45597559801668,971405,-0.018914035879057076,0.019142935705853025,Healthcare
2000-01-06,131.00687025999767,141.00834898553552,119.98483948453877,129.9019663519804,1651443,0.050895441364710074,0.021138181164326246,Healthcare
2000-01-07,138.33686004717453,151.20721201798077,125.35521181489695,138.21414701735495,1989739,0.06202421136548998,0.02908625199479984,Healthcare
2000-01-10,138.99742072580065,140.7445531301073,137.47944401151324,139.22410086504232,380050,0.007280598955774512,0.03679481571377474,Healthcare
2000-01-11,139.16452954299368,139.9834809546842,137.8628755693127,138.67896957168153,1041495,-0.0039231807816733225,0.03451141606630681,Healthcare
2000-01-12,147.87147309581025,164.79536392626642,132.09105867311894,148.90468782636066,1884476,0.07114473171561504,0.032482902783437406,Healthcare
2000-01-13,150.30789119320627,154.03260889004423,147.23584159259696,150.94748698836366,1265681,0.013625585794696114,0.041271625921734924,Healthcare
2000-01-14,145.12958844194623,153.64628032580094,136.7082136384194,145.21967793632055,1704855,-0.038684391854826014,0.038607333153381516,Healthcare
2000-01-17,138.8632044037406,148.52496241601304,128.99144425086035,138.63749818302162,1280986,-0.0463850163608072,0.038947313958084616,Healthcare
2000-01-18,132.57970987399213,141.3558324503606,124.07081059286944,132.83081722537517,1748737,-0.04278633228372482,0.04045058804342086,Healthcare
2000-01-19,139.0148108109862,150.02456222433594,128.6407437104433,139.60635106294984,1882988,0.049750416472520965,0.041031702292140294,Healthcare
2000-01-20,142.54227502244564,149.03773967875912,136.8856225255227,143.34907029092284,800056,0.026456022706396846,0.04263972402902085,Healthcare
2000-01-21,142.06450671048725,144.4597486945508,139.3569394181556,141.74682521528345,1137463,-0.011240161433354193,0.04073702275367033,Healthcare
2000-01-24,145.3640346190061,153.71097782456326,138.19385553464795,146.485482563695,1075999,0.03288378313178105,0.03803360622690968,Healthcare
2000-01-25,147.24547477563272,149.7722132537973,145.2772934978112,147.79666440752808,984470,0.008911111556265963,0.037675531065369194,Healthcare
2000-01-26,142.29364024085035,151.56551896420245,132.29274684156903,141.51381180643796,1696575,-0.04344011771553653,0.0353195087624575,Healthcare
2000-01-27,136.3218810502385,143.81190659882935,129.19352453910625,136.66557796104283,1399533,-0.03486041739944023,0.037162221858333504,Healthcare
2000-01-28,143.6153024023684,154.9778339238008,132.5359943252537,143.87824123699912,1910874,0.051430490074442975,0.03724395107863664,Healthcare
2000-01-31,137.1345956716105,146.9964547407066,127.30466938194053,137.16439258270736,1531101,-0.04778724260657134,0.040080591437164574,Healthcare
2000-02-01,130.57277396144082,140.7243729993625,120.11068567022872,130.23611022175305,2077756,-0.051831116752917794,0.04156568454089532,Healthcare
2000-02-02,133.94969236052253,140.57229008879548,127.72750696048668,134.33233051192363,1080836,0.030967772504167625,0.043418136817011954,Healthcare
2000-02-03,132.6963611906435,135.38375795303685,129.8467890070294,132.53083346441943,969478,-0.01350148433250245,0.04185639883947372,Healthcare
2000-02-04,139.45742215636943,149.95111510456627,128.86322412622937,139.34873904269494,1209589,0.0501643812901813,0.0391012788911616,Healthcare
2000-02-07,136.1292768704467,140.09218648349116,133.9021910369359,137.8371595529949,1464995,-0.01090671987055502,0.041238304781762346,Healthcare
2000-02-08,143.52665012924066,151.14326024088396,135.2228051303145,142.80090152957217,1152981,0.03537837795180567,0.038448949345450685,Healthcare
2000-02-09,146.22374294729386,148.3960506982793,142.07966037598874,144.2222335969465,772012,0.009904035679387909,0.03834581865849714,Healthcare
2000-02-10,137.29495232850832,147.43896686896682,127.14677945923958,137.29046225107987,1373358,-0.04925655492508186,0.035930974594116795,Healthcare
2000-02-11,132.494120020494,139.49984988882431,125.63324133889971,132.6318397341696,1297971,-0.03452167628537305,0.03868797201572595,Healthcare
2000-02-14,128.50766568019714,136.07779416784896,120.01188821167204,127.52407536959,2072942,-0.039271994385615204,0.038420948231199195,Healthcare
2000-02-15,125.98667033389813,127.64199700528904,125.63586938204506,127.28757378001642,766695,-0.001856286070705501,0.03888802954433613,Healthcare
2000-02-16,131.0262058411278,136.75181153303114,125.31540982244353,131.04039699103785,1392374,0.029056762510591375,0.036198617973195776,Healthcare
2000-02-17,132.40030143273134,133.10918062039036,130.8048579407105,131.5089648586714,574791,0.003569373483232731,0.035705969692406254,Healthcare
2000-02-18,131.47416741974658,132.2089803659902,130.28759778246322,131.01987165647057,974906,-0.003726019393085354,0.03349394096548581,Healthcare
2000-02-21,125.58745634114347,133.3700722645242,118.27402149832095,126.03081874410232,1508692,-0.038822533480607206,0.03161578321340792,Healthcare
2000-02-22,131.72871215489235,142.14222348486982,122.01554975579342,132.3809663972417,1566316,0.04915740458910119,0.03355181909279577,Healthcare
2000-02-23,132.18213133885666,133.27797981044273,131.64589333632085,132.7394807463703,1044859,0.0027045410606528052,0.03691946932770085,Healthcare
2000-02-24,128.05174977507127,134.2267558119576,123.53826018610373,129.65669606006077,947470,-0.023498258044869585,0.034518617494093656,Healthcare
2000-02-25,131.7044848199525,135.10209690337973,128.42940863859715,131.82404757252485,1092895,0.016577902596774777,0.033705388035658784,Healthcare
2000-02-28,133.56942666522482,137.23117385909467,130.32455207211794,133.9764121467441,1244928,0.016195695248133742,0.03240473073925607,Healthcare
2000-02-29,130.50805652872324,135.27406663121423,126.55835729780027,131.30038825231716,361096,-0.02017601740959031,0.031295340565530086,Healthcare
2000-03-01,128.907802642667,132.33525103540904,125.75814709372393,129.17896994797758,1138282,-0.01628893149146776,0.03073401087828961,Healthcare
2000-03-02,129.11373824688843,131.03742251919672,125.99658352934912,127.90221717385116,1007617,-0.00993276315094049,0.029924286676602983,Healthcare
2000-03-03,126.87167497460236,129.19742965782316,124.03246580377223,126.34863230316185,1540440,-0.012221034541063583,0.028830007180968883,Healthcare
2000-03-06,124.52850556606752,127.20848168502773,121.91349442060812,124.59213437918702,1227323,-0.013999531719383689,0.028059552812399812,Healthcare
2000-03-07,119.5519346934094,127.41376927346928,111.40610397967062,119.24794815214655,1807549,-0.04384055403883145,0.0275548332689528,Healthcare
2000-03-08,117.3887171021864,119.88262778715247,115.47294107953589,117.957568153341,933729,-0.01087995547296564,0.031554939327284176,Healthcare
2000-03-09,115.7177201634333,119.54127825302061,111.57494933032915,115.38759953656354,1898036,-0.022028075931598175,0.03023784667305074,Healthcare
2000-03-10,115.37227451815465,115.99912218585695,115.00603032867154,115.63205333997834,717209,0.0021163038867741037,0.030070705288130155,Healthcare
2000-03-13,111.03819355441703,118.52218279568129,103.10013836274533,110.5513117013602,1539920,-0.044933423366597704,0.028706613602820508,Healthcare
2000-03-14,112.595810847649,114.40643625104086,109.94594359829576,111.74285279405757,1373721,0.010720501883453868,0.03258999251226667,Healthcare
2000-03-15,112.85854580842478,115.01929726383717,110.89143487905368,113.04886902363182,1188232,0.011619920111973558,0.03109542512419872,Healthcare
2000-03-16,116.95855267288854,123.64281466060669,110.57151922418939,117.24039023862414,1686985,0.03640624992207,0.02989638360128222,Healthcare
2000-03-17,125.3513832710179,137.07904415469312,113.11105064950348,124.78579617219867,1385262,0.06237219235317761,0.031840968216375685,Healthcare
2000-03-20,119.80608304438402,127.57984114771038,111.74887573662409,119.50296571692428,1338792,-0.04325744795694248,0.03866033319057487,Healthcare
2000-03-21,114.62541771327416,121.71825621868787,107.70690249471278,114.78981818222891,1533118,-0.040238400618772985,0.039703628429743676,Healthcare
2000-03-22,116.75535332448769,118.63861924333507,114.15927367597658,116.03085339816924,1325950,0.01075334515134054,0.04004961698996947,Healthcare
2000-03-23,104.56923004892074,120.25461455625884,88.44853856150232,104.05710419000273,2351348,-0.10891630610820639,0.03742355704133667,Healthcare
2000-03-24,99.06662617969755,107.08985869183789,90.60335946727463,98.5878138038666,1796091,-0.05399216548525607,0.0547707253716748,Healthcare
2000-03-27,101.1668374073595,103.6542406833352,97.75307309053943,100.21712567031369,591473,0.016391427202308084,0.054195377812684624,Healthcare
2000-03-28,102.14037432799283,105.4077078180347,99.01765441628805,102.28069782058013,821533,0.02038188412923512,0.04990003019905888,Healthcare
2000-03-29,102.06231828863093,103.01618533268962,100.69543637955992,101.64540700088054,1033036,-0.006230618443404803,0.04641469154472779,Healthcare
2000-03-30,102.68781322195899,103.50222257489237,101.37384265003183,102.18425834697983,1686483,0.00528728338433584,0.042770105960610795,Healthcare
2000-03-31,100.22241156883426,104.10673582740449,95.7184935831892,99.57783599904562,730664,-0.02583802829305241,0.039593167036035916,Healthcare
2000-04-03,100.96992055129117,102.50076523356847,99.06435633365312,100.58943228363843,1459119,0.010107595568521524,0.038134441869072104,Healthcare
2000-04-04,101.76754699903543,105.11551684438504,99.05885581307213,102.39025147370629,1210953,0.017744302355962794,0.035759097423719056,Healthcare
2000-04-05,102.55339959875451,103.01158219379249,102.18073021829969,102.63860319151865,1153765,0.002422603781138513,0.03420817853616586,Healthcare
2000-04-06,98.10540949857058,104.57079527106714,92.08361074666225,98.52334336075936,897933,-0.04092060286778294,0.03220310442134138,Healthcare
2000-04-07,99.78505186343845,102.79994061065963,97.22163203615021,100.22521329277927,1037294,0.01712627813095978,0.03436286234231477,Healthcare
2000-04-10,102.09959419612795,105.56019415811177,98.89297253490851,102.34583874334245,1301892,0.020937867490832485,0.032994567084269316,Healthcare
2000-04-11,105.0085936077998,109.77350467121188,100.53884786328295,105.29170801383076,1574878,0.028377015575258884,0.032197396011513536,Healthcare
2000-04-12,106.42269206125792,110.07340758844367,103.5641431158938,107.19413736533636,372038,0.017906888653150026,0.03240564919703901,Healthcare
2000-04-13,104.73788815719936,108.1574919006446,101.80578691347542,105.21211484354217,1456929,-0.01866310460211691,0.03143563867795104,Healthcare
2000-04-14,109.90642873642054,118.57635706419507,101.85207657082415,110.47997341019197,1357373,0.04885581464279023,0.030705149800660254,Healthcare
2000-04-17,111.26168026539646,112.43278040111869,108.55269818311108,109.70743893772891,1099558,-0.007017091796137812,0.03481779104260336,Healthcare
2000-04-18,113.07453289997528,120.22635805691591,106.76074659222348,113.86825252056214,990626,0.03722492380806866,0.03282085914567786,Healthcare
2000-04-19,114.7261269544853,116.33786560174286,113.24345547009379,114.85354739004222,1043955,0.008615715378007517,0.03419972629898986,Healthcare
2000-04-20,116.28478470365727,121.70574580368599,112.19960241490394,117.57522911734277,1430595,0.02342056070456169,0.03235477717218711,Healthcare
2000-04-21,120.34327899167171,124.48380069223498,116.16410794080484,120.30325249268958,1590905,0.022937282609413818,0.031933425814448926,Healthcare
2000-04-24,122.42122100858639,128.2029131731892,117.69639122446415,123.4388096969477,1488893,0.02572990611266017,0.03153906763718846,Healthcare
2000-04-25,118.90219795988696,125.51204001638244,112.45463124954988,119.05612641267422,1525317,-0.03615053279621876,0.03154480052597361,Healthcare
