date,open,high,low,close,volume,returns,sigma,sector
2000-01-03,132.29087037984075,138.40676909404658,125.77580153360861,131.8723518456315,1406663,-0.03082046249876266,0.014,Consumer
2000-01-04,132.11198678662933,132.13472296660166,131.83453041834167,131.8572227539889,1165056,-0.00011473185502359448,0.0199821204154025,Consumer
2000-01-05,131.60694389748176,132.89658424937653,130.9860750834593,132.27257525339797,987698,0.0031450661372706052,0.02047999227407813,Consumer
2000-01-06,131.05896810035705,132.78396583157033,129.51472254365694,131.2376153052043,1004210,-0.00785522007934431,0.020905209470086897,Consumer
2000-01-07,132.0905922898382,132.63041642335085,131.05786017754127,131.59566164234374,838462,0.0027245146640377123,0.0214214354972959,Consumer
2000-01-10,125.03165418076932,134.48144835030368,115.95124984672705,125.37603352055882,806791,-0.04841656242193902,0.02163829397237755,Consumer
2000-01-11,123.19390096647385,127.63206730749013,117.99112829237801,122.40071959150426,1151039,-0.02401724060578874,0.028743645216667495,Consumer
2000-01-12,120.3331752901412,123.19660098031875,117.92194013665608,120.77648283400154,1141390,-0.013358661054588859,0.029111542199285387,Consumer
2000-01-13,124.74491356308485,128.79484758710686,119.41215261113987,123.41904122894726,1178101,0.02164381648033518,0.028368179094759107,Consumer
2000-01-14,118.64163608200917,125.52665799764422,112.09159463679055,118.95909033975792,1975115,-0.03680574915364457,0.028531931005402113,Consumer
2000-01-17,114.90646583844774,120.42679663780586,110.42367474129613,115.90504831904677,876058,-0.026008348410112854,0.030894276899318625,Consumer
2000-01-18,114.18394978046429,116.66155358145815,111.88700658009459,114.36104784711779,330907,-0.013410776819835706,0.03106493528334947,Consumer
2000-01-19,111.47658172342454,115.55262544081893,107.83543754683922,111.89772550318085,969241,-0.02177524116302184,0.0299833537744474,Consumer
2000-01-20,105.09340033354503,115.83556424590756,93.84238163944842,104.52661094829844,1286653,-0.0681435997456808,0.02983832052926403,Consumer
2000-01-21,108.09282377093271,116.1010644853203,101.1535319702572,109.09728853258514,1420636,0.042798350273348156,0.038843182484840394,Consumer
2000-01-24,108.81694011099532,110.11748039182423,106.93793868295613,108.23148177987608,1337217,-0.007967756242746338,0.03977171203705618,Consumer
2000-01-25,104.02581814266104,110.68045816780186,97.0781239832241,103.71273580485212,1478801,-0.04264736161308621,0.037080372619734944,Consumer
2000-01-26,105.12978927877346,106.41008597342218,103.28485390876611,104.55818951952561,1184489,0.008118832308343257,0.03837685298169083,Consumer
2000-01-27,108.7041657867958,114.42545301879962,102.59243499792748,108.29203085979235,1460184,0.035087813428267466,0.0358902994070863,Consumer
2000-01-28,107.20018431596431,108.79344238504721,105.68262934205345,107.27483069666299,1605392,-0.009437514705745796,0.03626519089844662,Consumer
2000-01-31,110.86382049848737,115.29101907796691,105.76964810414452,110.16910411276382,1312645,0.026622442798580042,0.03413929201512234,Consumer
2000-02-01,114.18660294970128,120.29033662413727,108.06325777611433,114.16588393583892,1253030,0.03563601751730698,0.03374472072072292,Consumer
2000-02-02,115.62249471969277,120.49163473797849,111.84509826527461,116.67969932186836,1379507,0.021780055075360048,0.034661993636975655,Consumer
2000-02-03,116.27322233164664,117.88722971604327,114.00018309622006,115.60491357884646,1440391,-0.009254107707292986,0.033649942974314985,Consumer
2000-02-04,119.03459961511766,126.52149197313912,112.48575784418698,119.92373336412706,1154743,0.03667752508993448,0.0319170911293377,Consumer
2000-02-07,115.75225380560335,122.94137758466006,107.9135490051874,115.05965709037147,1815535,-0.041405234269449684,0.033417760127440826,Consumer
2000-02-08,123.62322656502086,136.15112761356815,110.62659419310393,123.10163775543178,1518912,0.06755958620746784,0.0353632064055897,Consumer
2000-02-09,129.3619897268753,139.83873275013443,119.24156539635709,129.69245500725737,1397935,0.05215557960977394,0.042250322449729476,Consumer
2000-02-10,143.72089596797494,165.44811673190145,122.16276157277869,143.86792759295778,2205203,0.10372979224534717,0.04400116442038337,Consumer
2000-02-11,138.26263670225677,146.34711316269005,130.5540856335377,138.61870995654368,587655,-0.037168639108766714,0.05712147097343627,Consumer
2000-02-14,130.0330365623995,142.44350349054767,117.78661635581639,130.18296328989499,1589719,-0.06278619921179988,0.05401403629534604,Consumer
2000-02-15,129.7875017498247,130.2445725372964,129.60288551607277,130.05956930105225,1055163,-0.0009483000096973337,0.05500299005737362,Consumer
2000-02-16,126.12233666622556,131.55568696986958,121.55213286481205,126.95529969041247,1331967,-0.024157517334449912,0.05020356584085927,Consumer
2000-02-17,119.19799128918974,130.5088176284589,107.86434162147823,119.17277517653977,2241380,-0.06326072118574338,0.046945247523840265,Consumer
2000-02-18,116.96580198218771,120.15637160886708,113.96824630401329,117.15399304086534,1273465,-0.017085083146102926,0.04963237692072342,Consumer
2000-02-21,118.52006439073692,118.76006874823602,117.07470000768046,117.31225854583852,1423028,0.0013500069023916444,0.045983510968139386,Consumer
2000-02-22,121.8582285663284,128.8987570443673,114.85538270941235,121.89386335734903,1589740,0.038311437475636444,0.042330367380417004,Consumer
2000-02-23,118.88663307402612,122.64297976882867,116.63845823340067,120.36681434418966,1270706,-0.012606827095106668,0.041876639529292436,Consumer
