date,open,high,low,close,volume,returns
2000-01-03,77.05971485838234,79.52191440770214,74.5627614517805,77.02381389946586,141435,0.026626531924460087
2000-01-04,79.37911805922641,81.90958276383469,76.5759022852309,79.09738587014351,117419,0.026565180348819252
2000-01-05,77.96386464417309,79.25622689990111,76.98916305640374,78.27760296628472,44487,-0.010418305029493336
2000-01-06,81.87731494850283,85.56998715169544,77.60999219074435,81.27552356352724,128699,0.03758338726580465
2000-01-07,84.35904595596426,87.38916964787983,80.73703321378508,83.74510451665796,116079,0.029932807418358152
2000-01-10,83.14141265146617,84.52818419235238,81.21156341012332,82.58912293944356,121172,-0.013899727150211379
2000-01-11,81.59796946008682,82.97155333178075,80.06775205480982,81.43865408239964,86884,-0.01402796214152748
2000-01-12,83.71567826083886,87.06676305260291,80.63403439149474,83.97555297837657,158833,0.030675694339898325
2000-01-13,84.9220572198498,87.12191941081448,83.20893694117827,85.39917431847599,96487,0.01681071183344567
2000-01-14,89.57488665266746,94.01155839008405,84.58971482463181,88.99780345336517,137190,0.041275256782443946
2000-01-17,86.07782257738624,89.89009383574617,81.9742455119327,85.77301735604242,113182,-0.03690721512435827
2000-01-18,86.16323948241639,87.52906702933407,85.20788606753577,86.56921230364574,135165,0.009239762229417029
2000-01-19,86.03027035819468,86.94305935333529,84.89674169478793,85.80716350592876,97327,-0.008841742479518385
2000-01-20,85.21105005766508,85.91453388668543,84.55670558515641,85.25981494357085,79614,-0.006399252914438682
2000-01-21,83.91207551145699,85.48698526030336,82.50209363128458,84.07427787967451,103817,-0.014002572251752362
2000-01-24,81.75498395194714,84.47839837958044,79.16098591694748,81.88042038109715,114498,-0.026440773695667823
2000-01-25,83.4472098103739,85.1052716072292,81.59338903218897,83.24748232593329,128277,0.016557991180123268
2000-01-26,77.84605979078248,84.72365279566263,70.5058996488382,77.3386650189921,173355,-0.07362386123935093
2000-01-27,77.5739310893269,77.97637179452722,77.2260392441254,77.6282364090331,68338,0.003737207421748748
2000-01-28,75.79485551929722,77.95224066786346,73.73587334521123,75.89065605340544,118714,-0.02263766408220333
2000-01-31,76.55233815072826,78.07844403433926,75.36061132436676,76.88159156278779,84095,0.012972898184758322
2000-02-01,78.00077853573265,80.8344318343171,75.8518189345177,78.66711435534665,139779,0.02295874094203747
2000-02-02,79.06606250559469,79.07778872890687,78.64572679598405,78.65739240976725,130809,-0.00012359098771927912
