date,open,high,low,close,volume,returns
2000-01-03,100.15425201464264,100.88601151466338,99.67172722898441,100.4022917192786,130515,0.00401484689825988
2000-01-04,100.35964348096847,101.0630697609434,99.11793656504187,99.81756337564136,92280,-0.005840879324735227
2000-01-05,102.37130857678612,105.55041635113638,99.2272011177717,102.4052659662951,111304,0.02559398317364891
2000-01-06,101.51112501871555,102.58486571370716,100.43287471138191,101.50656719569659,81459,-0.008814638911036126
2000-01-07,102.18908753396374,102.51994857079833,101.4512738643295,101.78081301706439,116591,0.00269811128907338
2000-01-10,100.28944781978231,102.01030756958046,98.87488470185569,100.59148428615401,138947,-0.011754004273614688
2000-01-11,103.24611681971146,106.3952937218706,100.03390117931956,103.18109480268367,121529,0.02541804152998016
2000-01-12,105.03511148133443,107.07255012866793,102.82845288520399,104.86254412425058,123332,0.016164742584638646
2000-01-13,103.82149151858819,104.97204978728169,103.15867913508711,104.30614331212634,96760,-0.005320128278244498
2000-01-14,106.34369715786681,108.79563866041751,103.87803824401767,106.32965600297719,139762,0.019213969798564153
2000-01-17,104.98222926309843,106.69017070280104,103.1912633266248,104.89783171421993,113939,-0.01355738531250453
2000-01-18,101.93214912773527,105.3782846458268,98.86607514469793,102.30111241036136,110492,-0.025066298262084837
2000-01-19,102.3048940526358,102.77288943062818,102.04796750808816,102.5154341397525,110646,0.0020928173160469086
2000-01-20,102.21143883520024,102.80049060632987,102.0565657575519,102.64496064665411,136055,0.0012626854636922822
2000-01-21,102.7078170884232,103.33361613019945,102.33283957177504,102.95772621655065,144801,0.0030424292204013696
2000-01-24,102.87997613383375,103.77277646216193,101.32881244915595,102.215849435024,88458,-0.007231730620144837
2000-01-25,103.25071004462558,104.7391031988427,101.87236387027028,103.35930730450356,89344,0.011124589956488493
2000-01-26,101.36386884640223,104.184199650069,98.18039695563726,100.99033460705516,139526,-0.023186522934357467
2000-01-27,100.77706034577997,101.36324475758926,100.57434713671245,101.15976174408115,118625,0.0016762512584046264
2000-01-28,100.55534223459223,101.16522828138706,100.5227080974567,101.13240686423394,120809,-0.00027044922403199204
2000-01-31,103.2024221027979,105.46834601882433,100.73835818926605,102.99983405956932,89079,0.018296759819659565
2000-02-01,105.1156168976729,107.56614323867241,102.57209242759055,105.02039898420428,140131,0.019427230172222525
2000-02-02,105.88250654973518,106.50902863354038,104.91503592482137,105.53952855831521,75983,0.004930953691194375
2000-02-03,104.37623210948578,105.67530032944225,103.55165830245697,104.84700739059622,100134,-0.006583345894972468
2000-02-04,108.54406803240256,112.6124167663933,104.1190434300788,108.17350298649677,137054,0.031234232078411507
2000-02-07,107.86598497342057,108.78056339580799,106.5011472563277,107.41187535594987,110695,-0.007065699956391675
2000-02-08,109.60826350574331,113.27981274939431,106.4031419394364,110.06143958703944,114947,0.024368004319757653
2000-02-09,112.83006325572664,116.33643973438049,109.38957227018454,112.89399917143585,103933,0.02541056646212213
2000-02-10,110.31935733681762,114.11952238960694,105.92055150812668,109.6993595293147,111890,-0.02870578914803828
2000-02-11,109.13652297774745,110.03627724243646,108.05007814848325,108.94828048554497,108394,-0.0068702502161173875
2000-02-14,111.16876338000957,113.44348317587277,108.55432341662409,110.82194669770391,106191,0.017051550923583233
2000-02-15,112.44832544287897,115.33921488383757,109.98328598372946,112.86504039492253,113899,0.018267942552285848
2000-02-16,114.80870317915499,115.93950477192658,112.67441447197635,113.79523395906634,93482,0.008207867823160587
2000-02-17,115.6498862927859,117.76917920834823,113.42893036791517,115.5463255245652,149969,0.015270896377400544
2000-02-18,116.15345939516853,117.14131940932818,115.28310280903982,116.27008889953171,108987,0.006244300935021653
2000-02-21,116.06900846070091,116.6139060906951,115.27239911130265,115.8161094816126,103256,-0.003912167118083266
2000-02-22,115.31922337862451,115.87853572437815,114.94269313071652,115.50141061463246,103561,-0.0027209271567827983
2000-02-23,116.54023072271809,118.65563694032781,114.82069817783706,116.93034827311817,113276,0.012295700622133131
2000-02-24,118.66080844847924,120.43363652101917,116.62639996929924,118.39526067850015,113370,0.012450249972450369
2000-02-25,121.70722658791144,125.42127709671911,117.73864939301546,121.44468820996617,97911,0.025430224461137168
2000-02-28,117.7448429747878,122.08770378479008,113.58296133060426,117.91964353257197,123188,-0.029455512580104454
2000-02-29,114.71088572088159,118.67845050865293,110.60669801043208,114.56936805337679,135874,-0.028822931398633466
2000-03-01,113.11063604729229,115.0251418244709,111.05267868601678,112.96471460308575,92208,-0.014104964278647684
2000-03-02,115.04943581262572,118.8054412422537,111.86224360538789,115.60291607855274,111533,0.02308567171382903
2000-03-03,117.35405043276084,119.37440533996855,115.25441039300686,117.2733764250391,128450,0.014346578436203206
2000-03-06,117.3654131408942,118.74362372901003,116.56634294824667,117.9406371833745,93984,0.005673663214620882
2000-03-07,122.79202698472851,127.99025262501155,117.00347568212813,122.17560601841646,106991,0.03527798022891669
2000-03-08,122.07275732505563,122.20404397365009,121.934877804176,122.06615735464294,115752,-0.0008962322379926953
2000-03-09,123.42478867890573,126.32151355778134,121.10609943258122,123.99216542856841,125438,0.015655210426412453
2000-03-10,122.52033431584111,124.2333836050205,121.03823897310423,122.74852786662565,109112,-0.010080607918493474
2000-03-13,126.31589637865414,129.07111224919132,122.27358348514701,125.00009904317355,129680,0.01817675598457479
2000-03-14,127.19878220052128,128.91973669661027,124.70703032160924,126.41741317133004,121511,0.011274705008417636
2000-03-15,126.25063702794311,126.680086120156,125.6307744117091,126.0595735902121,92222,-0.0028346331704571176
2000-03-16,121.7225986540674,126.8222964794023,116.7155709111182,121.81160738522341,113319,-0.03427895202091875
2000-03-17,121.59216702700517,121.94557629249955,121.16373460278699,121.51692517683392,93975,-0.0024220945184725857
2000-03-20,120.43341850163041,122.01686593798526,118.61249784303673,120.19278140512569,101737,-0.010956589514046272
2000-03-21,116.39704704592037,121.80890167511681,110.24894482967949,115.62489858935072,144678,-0.03874564666476872
2000-03-22,115.49522748419896,116.4075168015538,113.95898189692518,114.86630338356585,117092,-0.006582445996737806
2000-03-23,111.69218849604906,115.31561438247427,108.86476354069134,112.46853661106906,108953,-0.0210953648104178
2000-03-24,111.22509687808622,113.24205402773188,108.77280884145276,110.78172589676886,122843,-0.015111675978552204
2000-03-27,109.9576073113312,110.85908294317645,109.49115922963617,110.39079723864162,131086,-0.003535059958564628
2000-03-28,109.73375168212335,110.49191151207879,109.12071688999909,109.8780704735722,116713,-0.0046554712560095265
2000-03-29,111.11986785399057,113.6104549245321,109.08517062616878,111.56756007959692,105239,0.015259026634307988
2000-03-30,111.8688159534871,112.8537253961257,111.16820900993459,112.15134901732333,132367,0.0052189621803975005
2000-03-31,111.34264322629389,112.85027875907157,109.39142700433614,110.89297378615267,155942,-0.01128375353392639
2000-04-03,112.14848840583831,113.52625581621837,110.65772895834668,112.03409097256281,130907,0.010237672615748714
2000-04-04,113.24900949658702,116.80633859875273,110.65629099049113,114.19203060338793,130951,0.019078301564703897
2000-04-05,116.98984818165128,119.92498631131377,113.67914347114767,116.60461659187584,128503,0.020907356316828118
2000-04-06,116.45810085777586,117.28301095144658,115.09726718801579,115.91835408209796,125004,-0.0059027673729494514
2000-04-07,115.59237147865036,116.47322773833972,115.29107047245526,116.17042000121376,89048,0.002172151748574689
2000-04-10,116.12655092761395,116.98522967198453,115.68336781616473,116.54046689966613,115921,0.0031803171332559737
2000-04-11,116.4536272303453,117.76233504112214,114.15668262599677,115.45415838921853,129943,-0.009365013939470033
2000-04-12,116.2481836092602,117.25578166987479,115.26410304085606,116.2715036890325,136664,0.007054451217003458
2000-04-13,118.04993764744961,118.8790138735363,116.1326080521881,116.95398731217676,116215,0.00585258127908179
2000-04-14,117.89580074432172,119.71158634875098,116.39195502295428,118.20381172581347,124191,0.0106297659449635
2000-04-17,119.95382112055631,123.17093233815527,117.24412342451653,120.45002562688771,157469,0.018824589265039392
2000-04-18,117.73635219012,120.92315114204229,114.74238536292525,117.92440230988517,136647,-0.021191181054826237
2000-04-19,116.20767138660352,118.21333513150364,114.4197100373174,116.42207498666062,133995,-0.012821595797362523
2000-04-20,117.45612989057311,119.85832747673544,115.58448335287365,117.97835928868221,97634,0.013279046819744345
2000-04-21,116.73310355242572,118.20572420831093,115.33475732204056,116.80649877629821,111901,-0.009982502733662286
2000-04-24,117.63347967937467,117.98949142105559,116.15966069207684,116.5122791774795,71614,-0.002522040937744795
2000-04-25,116.3449270586692,116.63962105565149,115.97211135704309,116.26660697443762,62376,-0.002110778157905703
2000-04-26,115.51453049627203,116.30674359699006,115.27380694269198,116.06487317085863,81565,-0.0017366037021912088
2000-04-27,115.84236958866332,116.42742583911165,115.64520891840084,116.22960610247404,144812,0.0014183114445557395
2000-04-28,117.24200186092935,118.4466062043254,116.02457613501062,117.22904737741162,85251,0.008562093250683266
2000-05-01,117.92266809884559,118.72742310970314,117.09304709075158,117.89763123931019,88142,0.0056870251201615865
2000-05-02,117.60009870220232,118.03148639947186,117.52730007909865,117.95846593436843,82053,0.0005158628259886084
2000-05-03,117.60949484190118,118.37718150160724,116.55278307944033,117.31857075521968,117811,-0.005439517310641965
2000-05-04,116.04441714351012,117.53975681626476,114.68558531679369,116.17934504003739,98686,-0.009757986497503335
2000-05-05,116.69028811380431,116.88955363209618,116.14611470633655,116.34479023711033,88225,0.0014230370089977863
2000-05-08,117.67412891731988,118.81095407176193,116.1521549369544,117.28522295218542,91170,0.008050659087810207
2000-05-09,117.69822322146419,118.9266714256947,116.80412113105717,118.03004860252946,101857,0.0063304700355349686
2000-05-10,117.73216169090303,119.02916776019195,115.6630290228741,116.95143414273777,102437,-0.00918048539626561
2000-05-11,118.76551867634257,121.49764665317183,116.28103425295951,119.00808786661055,84047,0.01743270024185022
