date,open,high,low,close,volume,returns
2000-01-03,1835.072898724555,1864.9821633245679,1794.8759910339395,1824.6148024775234,100048,0.013582232718929445
2000-01-04,1798.0225217364093,1829.682817216746,1766.4557571129264,1798.1144388613914,115306,-0.014630315731991752
2000-01-05,1841.6973465637936,1886.908348136842,1790.2241172018241,1835.277521367464,85326,0.020457125984626057
2000-01-06,1809.1618085913158,1843.623838180394,1771.9656762409647,1806.3746136217871,139571,-0.015873847134358795
2000-01-07,1811.609355867446,1815.2367396859538,1805.768272458231,1809.3912148950221,126858,0.0016685825997564505
2000-01-10,1803.4705878552397,1809.4484296027856,1803.1282333704744,1809.1050055313171,119124,-0.00015819243512608212
2000-01-11,1820.696654437174,1826.044297801664,1808.2118078850876,1813.5384265226328,68472,0.002447617761886808
2000-01-12,1794.5863006342856,1819.7737548747832,1767.2932962606224,1792.4507779215978,151326,-0.011696035567080884
2000-01-13,1767.850590175622,1797.002549955918,1739.6097490779462,1768.7473828849154,137154,-0.013312230331481408
2000-01-14,1772.3549783361939,1784.8292849449847,1763.593084775139,1776.0491288159353,146617,0.004119704041681378
2000-01-17,1774.245897308381,1787.958448762996,1767.7717333344892,1781.457968183549,95566,0.0030408054785949507
2000-01-18,1767.5228397901772,1783.0964474118407,1757.6070877265029,1773.1491320113612,141226,-0.004674975923201919
2000-01-19,1803.0370704542242,1830.8541992776165,1768.382993215521,1796.0929892434963,107988,0.01285660792338596
2000-01-20,1800.0362168929269,1839.7079467062397,1776.3949434315691,1815.8588621574875,120725,0.010944813794804943
2000-01-21,1836.136923209327,1847.3924715026244,1813.970380180707,1825.1586313719245,51567,0.005108346474158059
2000-01-24,1868.553836368806,1912.1039245645616,1817.5810637161842,1860.9540242961364,90095,0.019422367960056138
2000-01-25,1849.2562854869786,1874.7242290947197,1841.8118055032833,1867.20748366218,109712,0.0033547179849723026
2000-01-26,1884.6928294465056,1910.2402094920403,1861.1902429021138,1886.7124379294771,104877,0.010391873137621542
2000-01-27,1847.7872615883473,1893.8407838601743,1802.7358891829936,1848.7655593281631,149898,-0.02031771249766231
2000-01-28,1824.5159145548948,1854.4091370524934,1793.815215823357,1823.6949881027958,103798,-0.01365349490748401
2000-01-31,1795.8781720260984,1828.4423928303324,1766.4318433026972,1798.9457659407158,121114,-0.0136638485013806
2000-02-01,1814.2605689871355,1825.5697283760505,1797.0427279840649,1808.3148246868768,136715,0.005194567777011087
2000-02-02,1803.255138902054,1811.350518467317,1793.4746046578346,1801.5623849179765,118390,-0.003741095473503951
2000-02-03,1813.624053832546,1823.3841997939776,1799.9210787138177,1809.659891254303,142589,0.00448464220061035
2000-02-04,1835.5846129626616,1865.8916633238848,1804.43819105896,1834.7311500271828,90089,0.013759036288856281
2000-02-07,1823.293068608236,1845.0465652855626,1794.906494560431,1816.579897173332,97859,-0.009942402683299616
