datetime,sentiment_score,news_volume,social_media_activity
2000-01-01 00:00:00,0.0,1187.0,6037.0
2000-01-01 01:00:00,0.0015097381397511337,1182.754869643403,5992.019478573612
2000-01-01 02:00:00,0.10697243825513512,1260.6916475226658,6268.766590090663
2000-01-01 03:00:00,-0.09266979675983703,1243.4682226257705,6150.872890503082
2000-01-01 04:00:00,-0.06975372067887277,1237.9335914523874,6162.73436580955
2000-01-01 05:00:00,-0.12777355285430997,1264.2378958998338,6249.951583599335
2000-01-01 06:00:00,0.021503133483598866,1201.753224321853,6044.012897287412
2000-01-01 07:00:00,-0.16856607254267517,1312.095215880971,6392.380863523884
2000-01-01 08:00:00,-0.17965054740047262,1298.810779036257,6368.243116145028
2000-01-01 09:00:00,-0.267533005072475,1344.1023732186432,6554.409492874573
2000-01-01 10:00:00,-0.2637938289612545,1344.0908120521012,6531.363248208405
2000-01-01 11:00:00,-0.38826065429012935,1400.8751571563948,6799.500628625579
2000-01-01 12:00:00,-0.514774347821095,1501.6019291390703,7095.407716556281
2000-01-01 13:00:00,-0.49028570635115987,1470.2181923939202,7048.872769575681
2000-01-01 14:00:00,-0.5231112348928244,1500.3067800184617,7137.227120073847
2000-01-01 15:00:00,-0.4612773318658901,1454.4663272309926,7054.865308923971
2000-01-01 16:00:00,-0.3832278735595007,1418.918863759316,6863.675455037264
2000-01-01 17:00:00,-0.390053952615408,1386.9318334643742,6802.727333857497
2000-01-01 18:00:00,-0.5276427835250757,1516.4364120171745,7192.745648068698
2000-01-01 19:00:00,-0.4732520122226544,1453.126314237702,7026.505256950808
2000-01-01 20:00:00,-0.48317237615697606,1456.5572918499954,7093.229167399982
2000-01-01 21:00:00,-0.3946750523052207,1390.6628280589177,6828.651312235671
2000-01-01 22:00:00,-0.4179144581790456,1427.5812408956983,6936.324963582793
2000-01-01 23:00:00,-0.3490127371551074,1392.159555398046,6698.638221592184
2000-01-02 00:00:00,-0.7466024028081741,1658.616977529105,7889.46791011642
2000-01-02 01:00:00,-0.19492249155446895,1292.7245112678372,6423.898045071349
2000-01-02 02:00:00,0.005289220205909374,1199.6446347651076,6083.57853906043
2000-01-02 03:00:00,-0.008831226945258643,1221.4157282700708,6039.662913080283
2000-01-02 04:00:00,0.13290936532192935,1269.8501882352361,6291.400752940945
2000-01-02 05:00:00,0.1871370601483144,1297.6843364916654,6386.737345966661
2000-01-02 06:00:00,0.24161538694475496,1328.244470036452,6433.977880145808
2000-01-02 07:00:00,0.07050525401167448,1276.3112153459756,6150.244861383902
2000-01-02 08:00:00,-0.017489382853386772,1179.745583194765,6059.98233277906
2000-01-02 09:00:00,0.008376967752599438,1211.1885818540732,5964.754327416294
2000-01-02 10:00:00,-0.14879910108883435,1271.9560602941995,6245.824241176798
2000-01-02 11:00:00,-0.31332669076902114,1367.1150022787294,6626.460009114918
2000-01-02 12:00:00,-0.2901751373054027,1328.3787465369594,6600.514986147838
2000-01-02 13:00:00,-0.34135562623307353,1352.813074839264,6744.252299357056
2000-01-02 14:00:00,-0.3153016362837214,1353.2107257925468,6611.842903170187
2000-01-02 15:00:00,-0.2875607675387844,1365.952552195152,6592.810208780608
2000-01-02 16:00:00,-0.3260739543623535,1395.2143903480764,6722.857561392306
2000-01-02 17:00:00,-0.28821163551224077,1338.3073950282705,6550.229580113082
2000-01-02 18:00:00,-0.2635847359435236,1325.9784529880271,6566.9138119521085
2000-01-02 19:00:00,-0.19099297808151852,1290.683769187207,6360.735076748828
2000-01-02 20:00:00,-0.17051899841661428,1302.1005779783623,6367.402311913449
2000-01-02 21:00:00,-0.31718688130156536,1381.2580967729632,6670.032387091853
2000-01-02 22:00:00,-0.2684029124540272,1319.5709758135424,6577.28390325417
2000-01-02 23:00:00,-0.29362835559787037,1338.2661801109855,6584.064720443942
2000-01-03 00:00:00,-0.3246110056978281,1374.3963254935413,6694.585301974165
2000-01-03 01:00:00,-0.6934574341719144,1621.2927285730134,7680.170914292054
2000-01-03 02:00:00,-0.4299866521745778,1437.9401528186845,6925.760611274738
2000-01-03 03:00:00,-0.3646281109405672,1390.1066861934792,6726.426744773917
2000-01-03 04:00:00,-0.3472508630135604,1382.1571279822003,6701.628511928801
2000-01-03 05:00:00,-0.2843478305240548,1351.2030228772837,6627.812091509135
2000-01-03 06:00:00,-0.42972668129448877,1419.780705155257,6919.122820621028
2000-01-03 07:00:00,-0.4602940763460608,1461.8421777957344,7032.368711182938
2000-01-03 08:00:00,-0.4309712267877132,1438.5444178510622,6954.177671404249
2000-01-03 09:00:00,-0.3552881833189122,1391.741492751748,6759.965971006992
2000-01-03 10:00:00,-0.3602640492101906,1393.594649846543,6709.378599386172
2000-01-03 11:00:00,-0.39128320012922274,1433.6571577801226,6828.62863112049
2000-01-03 12:00:00,-0.33936538205002237,1363.6875674737341,6710.7502698949365
2000-01-03 13:00:00,-0.18480853731210112,1290.4783648581208,6341.913459432483
2000-01-03 14:00:00,-0.19169735483776423,1297.0493423011947,6399.197369204779
2000-01-03 15:00:00,-0.2996881935309734,1353.5884974680994,6584.3539898723975
2000-01-03 16:00:00,-0.41624434817313627,1439.5703326922621,6892.2813307690485
2000-01-03 17:00:00,-0.4052086445382991,1402.9325978084926,6842.73039123397
2000-01-03 18:00:00,-0.380120761565414,1374.1004000885177,6771.401600354071
2000-01-03 19:00:00,-0.41456174824228453,1409.5535821209576,6846.21432848383
2000-01-03 20:00:00,-0.39509362463261,1401.9107779596582,6855.643111838633
2000-01-03 21:00:00,-0.3047889390567978,1368.395272470224,6649.581089880896
2000-01-03 22:00:00,-0.30762421111493016,1346.9595836562842,6655.838334625137
2000-01-03 23:00:00,-0.30268312378216233,1357.2353554128756,6581.941421651502
2000-01-04 00:00:00,-0.10303085533435231,1252.6988824430832,6198.795529772333
2000-01-04 01:00:00,-0.08545736154496156,1245.8331542266267,6211.332616906507
2000-01-04 02:00:00,0.09814488155765298,1255.2309197974037,6155.923679189615
2000-01-04 03:00:00,-0.05452818366956177,1236.2911617926045,6067.164647170418
2000-01-04 04:00:00,0.11712870257130312,1229.8343950292635,6248.337580117054
2000-01-04 05:00:00,0.17364205098049112,1278.709756243125,6399.8390249725
2000-01-04 06:00:00,0.15044965891566545,1287.8002384166275,6293.20095366651
2000-01-04 07:00:00,0.027352892808277348,1194.6798587540557,6089.719435016222
2000-01-04 08:00:00,-0.03700231504584048,1205.5096082176915,6066.038432870765
2000-01-04 09:00:00,0.08071518517028978,1234.4455792251913,6184.782316900765
2000-01-04 10:00:00,0.3874169166007366,1390.3785960786072,6820.514384314429
2000-01-04 11:00:00,0.4087539537526111,1436.0571548105581,6857.2286192422325
2000-01-04 12:00:00,0.29881251427732397,1355.1075923749959,6635.4303694999835
