date,interest_rate,inflation,unemployment_rate,gdp_growth,vix,pmi,consumer_confidence,inflation_released,unemployment_released,gdp_released
2000-01-01,0.02,0.02,0.05078371012927013,,14.109503819503031,49.96001795505039,110.10778939943506,,,
2000-01-02,0.020025821296728894,0.039840807268738024,0.04985306871506792,,19.311365541386415,50.67806673751911,97.67169951175038,,,
2000-01-03,0.020051642516941845,0.05821692026604314,0.049059970943996285,,8.0,50.31732058151484,99.67629794400185,,,
2000-01-04,0.02007746358412313,0.0771151557034459,0.04942552436846193,,16.146544728109667,48.458049912666226,103.50840183849908,,,
2000-01-05,0.020103284421757486,0.09573192051627163,0.04957062178133932,,10.3007948229578,51.726733121798574,96.36458183334946,,,
2000-01-06,0.020129104953330326,0.11423899239553076,0.04878750248566169,,15.716327974212087,49.330279991558875,99.13587327405163,,0.05078371012927013,
2000-01-07,0.020154925102327977,0.1322835317932381,0.0497054020401179,,20.48404622973907,48.70277369497225,98.14262166310964,,0.04985306871506792,
2000-01-08,0.020180744792237887,0.14960996041585253,0.04937019452355088,,12.91758729577797,50.32001612009143,102.42281217087341,,0.049059970943996285,
2000-01-09,0.020206563946548878,0.16539081606816033,0.051678069805528117,,16.55397338510062,50.620769501903546,101.30600182155585,,0.04942552436846193,
2000-01-10,0.02023238248875135,0.18193562849098105,0.05075242678981523,,10.261059716457284,50.32821245756091,97.46438018063262,,0.04957062178133932,
2000-01-11,0.02025820034233752,0.19855939841160727,0.04981859481764095,,16.25867671018387,51.1498760419194,105.95864952563632,,0.04878750248566169,
2000-01-12,0.02028401743080165,0.2,0.049357261042095674,,18.67105430891487,49.842730878612585,100.87580632443634,,0.0497054020401179,
2000-01-13,0.02030983367764026,0.2,0.05106048680622775,,18.4704893904956,50.57430496782342,96.97137568889676,,0.04937019452355088,
2000-01-14,0.020335649006352367,0.2,0.05154708340596385,,13.629680915859941,50.40859099260147,107.10510763225571,,0.051678069805528117,
2000-01-15,0.020361463340439718,0.2,0.049947433989356485,,18.546198150181894,50.527032926204946,91.74861463888222,,0.05075242678981523,
2000-01-16,0.020387276603406994,0.2,0.053287001702121514,,15.647312990661272,52.30260299628012,104.21270720176126,0.02,0.04981859481764095,
2000-01-17,0.020413088718762056,0.2,0.05235371816737615,,19.67065033939848,51.023816588891705,100.22824655266432,0.039840807268738024,0.049357261042095674,
2000-01-18,0.02043889961001617,0.2,0.05305517927938153,,21.881281340592583,49.72480609178903,103.86303158648745,0.05821692026604314,0.05106048680622775,
2000-01-19,0.02046470920068422,0.2,0.050762124786386136,,19.62437697402221,49.525174527988526,95.6837735284282,0.0771151557034459,0.05154708340596385,
2000-01-20,0.02049051741428495,0.2,0.0524429727856133,,20.260988275154276,48.0752256084376,102.94950914680578,0.09573192051627163,0.049947433989356485,
2000-01-21,0.020516324174341186,0.2,0.050575081080888616,,16.427991208286244,50.5669801197427,103.11451377121264,0.11423899239553076,0.053287001702121514,
2000-01-22,0.020542129404380056,0.2,0.052006367614753087,,13.133937395387196,51.221787441768974,97.93139712597946,0.1322835317932381,0.05235371816737615,
2000-01-23,0.02056793302793323,0.2,0.050970250891499924,,18.36846001232377,50.98669644023936,102.27531612165463,0.14960996041585253,0.05305517927938153,
2000-01-24,0.020593734968537124,0.2,0.052208056690707876,,17.3134386166367,50.77310587733054,101.38780491970084,0.16539081606816033,0.050762124786386136,
2000-01-25,0.02061953514973316,0.2,0.05155357658319376,,17.219281584438203,51.21748692336549,105.9939027816972,0.18193562849098105,0.0524429727856133,
2000-01-26,0.020645333495067957,0.2,0.048965521550677106,,16.87097551635775,52.66399126408625,97.91928168063092,0.19855939841160727,0.050575081080888616,
2000-01-27,0.020671129928093585,0.2,0.05032800325661093,,21.738200496760946,51.28299470969596,101.00892985001788,0.2,0.052006367614753087,
2000-01-28,0.020696924372367774,0.2,0.052543821229141675,,17.74780627593226,51.47998120178021,108.15826372836845,0.2,0.050970250891499924,
2000-01-29,0.020722716751454155,0.2,0.051962829081859174,,16.479172216872755,52.607394611940876,103.32453814625676,0.2,0.052208056690707876,
2000-01-30,0.020748506988922468,0.2,0.05232434244608038,,21.66129360063596,50.21015710414725,109.77571505200679,0.2,0.05155357658319376,
2000-01-31,0.020774295008348806,0.2,0.052101370635359044,,22.482505202830666,52.0228134701612,100.44551032593208,0.2,0.048965521550677106,
2000-02-01,0.020800080733315837,0.2,0.05181696930699215,,20.42911571862803,50.685308136526885,108.92438151989495,0.2,0.05032800325661093,
2000-02-02,0.020825864087413024,0.2,0.052572283845460054,,21.104017772128316,52.17974616421766,103.09033177768978,0.2,0.052543821229141675,
2000-02-03,0.020851644994236855,0.2,0.051849449708937324,,14.90450941723504,51.57313470584756,100.41203772336557,0.2,0.051962829081859174,
2000-02-04,0.020877423377391072,0.2,0.051824232852816794,,18.93151847654175,50.0482629916221,107.54792375134214,0.2,0.05232434244608038,
2000-02-05,0.020903199160486895,0.2,0.05372110777992345,,20.686882385452698,53.13398411200177,104.34403409292726,0.2,0.052101370635359044,
2000-02-06,0.02092897226714325,0.2,0.05304511881887264,,17.50009812227274,51.92363203342065,105.86042747562219,0.2,0.05181696930699215,
2000-02-07,0.02095474262098699,0.2,0.05436749932537273,,15.573393908790392,52.6349463325985,108.5867209115252,0.2,0.052572283845460054,
2000-02-08,0.020980510145653126,0.2,0.05347467404990699,,19.807748399927238,51.59893272348394,103.00422708045662,0.2,0.051849449708937324,
2000-02-09,0.02100627476478506,0.2,0.05181153802091368,,24.166765469933768,53.06146110219456,107.67760117119568,0.2,0.051824232852816794,
2000-02-10,0.0210320364020348,0.2,0.05221698966870461,,23.44759149405497,49.76801105180099,104.70323367724185,0.2,0.05372110777992345,
2000-02-11,0.02105779498106318,0.2,0.05177768985309201,,20.573251541729825,51.601683246422795,105.18811802619575,0.2,0.05304511881887264,
2000-02-12,0.021083550425540113,0.2,0.05255071813286652,,21.076036923350628,52.61539631458212,104.00570789274289,0.2,0.05436749932537273,
2000-02-13,0.021109302659144787,0.2,0.05340696795805722,,18.34689148997219,52.273964597818086,106.88406228820585,0.2,0.05347467404990699,
2000-02-14,0.021135051605565915,0.2,0.05237364999942571,,15.629036156721334,52.536181444247134,117.94397303610488,0.2,0.05181153802091368,
2000-02-15,0.021160797188501945,0.2,0.05318124915965106,,16.672130889261265,52.337973227308744,104.0403883139505,0.2,0.05221698966870461,
2000-02-16,0.021186539331661293,0.2,0.05330297344683995,,20.139935726923078,52.42830605893976,104.24343444611856,0.2,0.05177768985309201,
2000-02-17,0.02121227795876257,0.2,0.05350870511306976,,14.585613134520626,52.06955310167321,110.00409707571447,0.2,0.05255071813286652,
2000-02-18,0.0212380129935348,0.2,0.0527684636051346,,14.012778789079253,51.632350998809315,104.12863030202885,0.2,0.05340696795805722,
2000-02-19,0.021263744359717663,0.2,0.05337528768892963,,22.40276386872862,52.09850824777951,98.70819741442259,0.2,0.05237364999942571,
2000-02-20,0.021289471981061698,0.2,0.05420477417715154,,16.84481767203583,53.65666041646824,108.536162094237,0.2,0.05318124915965106,
2000-02-21,0.02131519578132855,0.2,0.0533741003040125,,19.54330421944206,51.18240677390771,108.72950262679616,0.2,0.05330297344683995,
2000-02-22,0.02134091568429118,0.2,0.05562453901423558,,13.363434980082392,54.23682628411153,108.11761147354191,0.2,0.05350870511306976,
2000-02-23,0.021366631613734106,0.2,0.053776512308499794,,22.634953663270053,52.99060686283118,110.98829798089216,0.2,0.0527684636051346,
2000-02-24,0.021392343493453612,0.2,0.05410467908478898,,19.154344514425638,50.39824153599626,108.05452533242153,0.2,0.05337528768892963,
2000-02-25,0.02141805124725799,0.2,0.05445667085113533,,16.3786147733511,52.668115079752994,112.78528281601328,0.2,0.05420477417715154,
2000-02-26,0.021443754798967752,0.2,0.053681706504730725,,21.827097247674708,52.28449460642968,108.93968256821867,0.2,0.0533741003040125,
2000-02-27,0.02146945407241587,0.2,0.05280278088038702,,20.48130498525544,51.7927141418829,102.96727216254894,0.2,0.05562453901423558,
2000-02-28,0.02149514899144798,0.2,0.05480955644258563,,15.150300921604854,51.325990390407036,104.22969560355017,0.2,0.053776512308499794,
2000-02-29,0.021520839479922643,0.2,0.053885502833023215,,24.747242492369367,52.859565133628195,103.16066830363535,0.2,0.05410467908478898,
2000-03-01,0.021546525461711524,0.2,0.05318021803076963,,16.01282628188803,52.51096934152696,109.83220783025651,0.2,0.05445667085113533,
2000-03-02,0.021572206860699657,0.2,0.0532052347849069,,15.924421129791213,53.65687740865883,118.41942158616398,0.2,0.053681706504730725,
2000-03-03,0.02159788360078566,0.2,0.05539823819835454,,28.92686589022601,53.924392936727685,109.63521061985361,0.2,0.05280278088038702,
2000-03-04,0.021623555605881944,0.2,0.05462266795294643,,11.569483141982985,52.44237413949346,105.48494194343857,0.2,0.05480955644258563,
2000-03-05,0.021649222799914963,0.2,0.05341379808709159,,23.669265578334695,54.07044862728928,106.67616079988115,0.2,0.053885502833023215,
2000-03-06,0.021674885106825418,0.2,0.0535132250907137,,23.031318765637604,53.31464140817232,113.56767364974604,0.2,0.05318021803076963,
2000-03-07,0.021700542450568495,0.2,0.054700131453463356,,16.89476758311952,53.904742595225954,106.87273544173692,0.2,0.0532052347849069,
2000-03-08,0.021726194755114097,0.2,0.054145709116940416,,22.85539345273092,55.1608441613852,100.8196937301316,0.2,0.05539823819835454,
2000-03-09,0.02175184194444704,0.2,0.05427280342703744,,22.788071354667025,54.43870491969618,113.7942563424617,0.2,0.05462266795294643,
2000-03-10,0.021777483942567316,0.2,0.0541068916530004,,21.945883348403722,52.757276762988774,116.37898798418776,0.2,0.05341379808709159,
2000-03-11,0.02180312067349029,0.2,0.05516760764735661,,19.19678338436506,52.052918285985506,113.12704867232735,0.2,0.0535132250907137,
2000-03-12,0.02182875206124694,0.2,0.05427062751568217,,21.06070264078439,52.11853748287694,110.45277211495991,0.2,0.054700131453463356,
2000-03-13,0.021854378029884075,0.2,0.05462944396465072,,23.13970439720528,52.0540399242636,107.97237083537094,0.2,0.054145709116940416,
2000-03-14,0.021879998503464563,0.2,0.055673144163990794,,23.088294484067667,53.63641127675818,103.98546335617621,0.2,0.05427280342703744,
2000-03-15,0.021905613406067555,0.2,0.05552093749504351,,24.65365513015992,53.22132671257042,109.81204195296368,0.2,0.0541068916530004,
2000-03-16,0.02193122266178871,0.2,0.05425296023265502,,19.008497413530602,54.56713252542047,103.64355962013704,0.2,0.05516760764735661,
2000-03-17,0.021956826194740424,0.2,0.05414925323690922,,20.834989056469272,53.151779793191366,112.95523539536983,0.2,0.05427062751568217,
2000-03-18,0.021982423929052048,0.2,0.05518861482156994,,20.486367777830328,52.564946119988804,112.01254970342426,0.2,0.05462944396465072,
2000-03-19,0.022008015788870114,0.2,0.054994987116491936,,14.855382898810774,52.965477405451274,118.17868876711238,0.2,0.055673144163990794,
