datetime,open,high,low,close,volume,returns
2000-01-01,1.0793295215191256,1.080817082271923,1.0781114444927271,1.079634624627177,24013277349,
2000-01-02,1.079519799788933,1.0810338700483526,1.0780172039664875,1.0799363572782092,23846652997,
2000-01-03,1.0801813004128809,1.0820910502370515,1.0780596646840253,1.080436192890816,24188074576,
2000-01-04,1.0808131909626946,1.0844755648785196,1.0797323777717318,1.0817871789141706,23522739910,
2000-01-05,1.0821437370841493,1.0832258808212334,1.0793057226547007,1.0806816973181632,24232559830,
2000-01-06,1.0807866815111085,1.0866543184067046,1.079388351635479,1.0841218185362775,24168005772,
2000-01-07,1.0840998301613232,1.0885690722520427,1.08288072641779,1.0852845185003328,24525973388,4.312750413764181
2000-01-08,1.0856162480082223,1.0873666386795502,1.084375464819872,1.0861252260427026,23954612181,-2.4709839281846033
2000-01-09,1.0860102398668217,1.0874980049367973,1.08470617595276,1.0859787877090947,25302495034,-0.2656141355507724
2000-01-10,1.08596361898276,1.0871672663001486,1.0802295089356706,1.0847993311896882,23755962418,
2000-01-11,1.085403785471223,1.088319786031123,1.0820321573310097,1.0847995407772808,23521116056,-3.016039473422124
2000-01-12,1.0846649519436398,1.0909265170297067,1.0835802869916962,1.0879721572445593,23983393361,
2000-01-13,1.0886127176256908,1.0927088238099656,1.087524104908065,1.0896169394286062,23710407071,
2000-01-14,1.0889920450371897,1.091296793366116,1.0863511344299832,1.0891951419282244,23699084264,
2000-01-15,1.0891624004248104,1.0902515628252352,1.087503543410228,1.0887845042773405,24188683526,-2.778480071215122
2000-01-16,1.0887064144553817,1.0909251761568344,1.0875561609692341,1.0896476465739517,24931817075,-0.048976758126881945
2000-01-17,1.0895593648734023,1.0910331381379643,1.0859333219277985,1.0870203422700686,24075260408,1.3102839671723476
2000-01-18,1.0875075125019324,1.090038167344879,1.0860374766063763,1.0878703241589995,24348172114,-0.6150088271101366
2000-01-19,1.0875192241400433,1.0917840849590643,1.086054256897578,1.090661186851912,23975526230,
2000-01-20,1.091854503955887,1.0929463584598427,1.0870088657038686,1.0901530218470308,23863350966,-1.9335148704796254
